type,省治愈,省治愈,省死亡,name,新增确诊,新增治愈,新增死亡,value,治愈,死亡,date
北京市,315,34,2,昌平区,0.0,0.0,0.0,17.0,0.0,0.0,2020-02-07
北京市,315,34,2,通州区,1.0,0.0,0.0,15.0,0.0,0.0,2020-02-07
北京市,315,34,2,房山区,1.0,0.0,0.0,14.0,0.0,0.0,2020-02-07
北京市,315,34,2,石景山区,0.0,0.0,0.0,13.0,0.0,0.0,2020-02-07
北京市,315,34,2,顺义区,1.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
北京市,315,34,2,东城区,1.0,0.0,0.0,8.0,0.0,0.0,2020-02-07
北京市,315,34,2,怀柔区,0.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
北京市,315,34,2,密云区,4.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
北京市,315,34,2,门头沟区,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
北京市,315,34,2,延庆区,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
北京市,315,34,2,待明确地区,0.0,1.0,1.0,0.0,30.0,2.0,2020-02-07
陕西省,195,20,0,西安,8.0,1.0,0.0,88.0,10.0,0.0,2020-02-07
陕西省,195,20,0,安康,0.0,0.0,0.0,21.0,1.0,0.0,2020-02-07
陕西省,195,20,0,汉中,0.0,0.0,0.0,21.0,0.0,0.0,2020-02-07
陕西省,195,20,0,咸阳,1.0,1.0,0.0,16.0,2.0,0.0,2020-02-07
陕西省,195,20,0,宝鸡,0.0,0.0,0.0,12.0,2.0,0.0,2020-02-07
陕西省,195,20,0,渭南,0.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
陕西省,195,20,0,铜川,0.0,1.0,0.0,8.0,4.0,0.0,2020-02-07
陕西省,195,20,0,延安,1.0,0.0,0.0,8.0,0.0,0.0,2020-02-07
陕西省,195,20,0,商洛,0.0,0.0,0.0,7.0,1.0,0.0,2020-02-07
陕西省,195,20,0,榆林,1.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
陕西省,195,20,0,韩城,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
陕西省,195,20,0,杨凌,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
四川省,363,60,1,成都,7.0,8.0,0.0,109.0,33.0,1.0,2020-02-07
四川省,363,60,1,南充,1.0,0.0,0.0,31.0,2.0,0.0,2020-02-07
四川省,363,60,1,广安,1.0,1.0,0.0,28.0,3.0,0.0,2020-02-07
四川省,363,60,1,达州,2.0,1.0,0.0,25.0,5.0,0.0,2020-02-07
四川省,363,60,1,巴中,1.0,0.0,0.0,21.0,1.0,0.0,2020-02-07
四川省,363,60,1,绵阳,1.0,1.0,0.0,20.0,3.0,0.0,2020-02-07
四川省,363,60,1,内江,0.0,1.0,0.0,17.0,2.0,0.0,2020-02-07
四川省,363,60,1,甘孜州,0.0,0.0,0.0,17.0,0.0,0.0,2020-02-07
四川省,363,60,1,德阳,1.0,0.0,0.0,13.0,0.0,0.0,2020-02-07
四川省,363,60,1,泸州,0.0,2.0,0.0,13.0,2.0,0.0,2020-02-07
四川省,363,60,1,攀枝花,1.0,2.0,0.0,12.0,3.0,0.0,2020-02-07
四川省,363,60,1,自贡,0.0,1.0,0.0,9.0,2.0,0.0,2020-02-07
四川省,363,60,1,宜宾,0.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
四川省,363,60,1,凉山州,2.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
四川省,363,60,1,遂宁,1.0,0.0,0.0,6.0,2.0,0.0,2020-02-07
四川省,363,60,1,雅安,0.0,1.0,0.0,6.0,1.0,0.0,2020-02-07
四川省,363,60,1,眉山,1.0,0.0,0.0,6.0,1.0,0.0,2020-02-07
四川省,363,60,1,广元,0.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
四川省,363,60,1,乐山,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
四川省,363,60,1,资阳,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
四川省,363,60,1,阿坝州,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,沈阳,1.0,1.0,0.0,26.0,3.0,0.0,2020-02-07
辽宁省,105,8,0,大连,2.0,0.0,0.0,16.0,3.0,0.0,2020-02-07
辽宁省,105,8,0,盘锦,0.0,0.0,0.0,11.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,锦州,3.0,0.0,0.0,10.0,1.0,0.0,2020-02-07
辽宁省,105,8,0,葫芦岛,2.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,丹东,0.0,0.0,0.0,7.0,1.0,0.0,2020-02-07
辽宁省,105,8,0,阜新,0.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,朝阳,0.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,本溪,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,铁岭,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,辽阳,1.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,鞍山,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
辽宁省,105,8,0,营口,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
贵州省,89,7,1,毕节,4.0,0.0,0.0,21.0,0.0,0.0,2020-02-07
贵州省,89,7,1,贵阳,0.0,0.0,0.0,18.0,1.0,0.0,2020-02-07
贵州省,89,7,1,遵义,3.0,1.0,0.0,15.0,1.0,0.0,2020-02-07
贵州省,89,7,1,六盘水,0.0,0.0,0.0,9.0,0.0,1.0,2020-02-07
贵州省,89,7,1,黔南州,0.0,0.0,0.0,7.0,3.0,0.0,2020-02-07
贵州省,89,7,1,铜仁,0.0,0.0,0.0,6.0,2.0,0.0,2020-02-07
贵州省,89,7,1,黔东南州,0.0,0.0,0.0,5.0,0.0,0.0,2020-02-07
贵州省,89,7,1,黔西南州,1.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
贵州省,89,7,1,安顺,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,南宁,1.0,0.0,0.0,32.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,北海,1.0,0.0,0.0,32.0,2.0,0.0,2020-02-07
广西壮族自治区,183,17,0,桂林,1.0,0.0,0.0,29.0,5.0,0.0,2020-02-07
广西壮族自治区,183,17,0,柳州,0.0,0.0,0.0,20.0,3.0,0.0,2020-02-07
广西壮族自治区,183,17,0,防城港,1.0,0.0,0.0,16.0,1.0,0.0,2020-02-07
广西壮族自治区,183,17,0,河池,4.0,0.0,0.0,15.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,玉林,1.0,0.0,0.0,9.0,1.0,0.0,2020-02-07
广西壮族自治区,183,17,0,钦州,1.0,0.0,0.0,8.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,贵港,0.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,梧州,0.0,0.0,0.0,5.0,2.0,0.0,2020-02-07
广西壮族自治区,183,17,0,贺州,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,百色,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,来宾,2.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
广西壮族自治区,183,17,0,待明确地区,0.0,0.0,0.0,0.0,3.0,0.0,2020-02-07
浙江省,1048,175,0,温州,17.0,21.0,0.0,438.0,70.0,0.0,2020-02-07
浙江省,1048,175,0,杭州,6.0,4.0,0.0,162.0,22.0,0.0,2020-02-07
浙江省,1048,175,0,宁波,5.0,0.0,0.0,141.0,12.0,0.0,2020-02-07
浙江省,1048,175,0,台州,4.0,8.0,0.0,133.0,25.0,0.0,2020-02-07
浙江省,1048,175,0,金华,4.0,4.0,0.0,52.0,13.0,0.0,2020-02-07
浙江省,1048,175,0,嘉兴,2.0,0.0,0.0,37.0,1.0,0.0,2020-02-07
浙江省,1048,175,0,绍兴,2.0,0.0,0.0,36.0,5.0,0.0,2020-02-07
浙江省,1048,175,0,丽水,1.0,2.0,0.0,17.0,5.0,0.0,2020-02-07
浙江省,1048,175,0,衢州,0.0,0.0,0.0,15.0,3.0,0.0,2020-02-07
浙江省,1048,175,0,湖州,1.0,0.0,0.0,10.0,1.0,0.0,2020-02-07
浙江省,1048,175,0,舟山,0.0,0.0,0.0,7.0,5.0,0.0,2020-02-07
浙江省,1048,175,0,待明确地区,0.0,13.0,0.0,0.0,13.0,0.0,2020-02-07
山东省,416,44,0,青岛,2.0,2.0,0.0,46.0,7.0,0.0,2020-02-07
山东省,416,44,0,济南,1.0,0.0,0.0,42.0,3.0,0.0,2020-02-07
山东省,416,44,0,临沂,5.0,0.0,0.0,40.0,3.0,0.0,2020-02-07
山东省,416,44,0,济宁,3.0,1.0,0.0,38.0,8.0,0.0,2020-02-07
山东省,416,44,0,烟台,1.0,0.0,0.0,35.0,2.0,0.0,2020-02-07
山东省,416,44,0,威海,2.0,0.0,0.0,33.0,5.0,0.0,2020-02-07
山东省,416,44,0,潍坊,4.0,0.0,0.0,31.0,0.0,0.0,2020-02-07
山东省,416,44,0,德州,2.0,2.0,0.0,29.0,4.0,0.0,2020-02-07
山东省,416,44,0,聊城,7.0,0.0,0.0,27.0,1.0,0.0,2020-02-07
山东省,416,44,0,枣庄,1.0,0.0,0.0,20.0,0.0,0.0,2020-02-07
山东省,416,44,0,泰安,0.0,0.0,0.0,20.0,1.0,0.0,2020-02-07
山东省,416,44,0,日照,1.0,0.0,0.0,15.0,2.0,0.0,2020-02-07
山东省,416,44,0,淄博,0.0,0.0,0.0,15.0,1.0,0.0,2020-02-07
山东省,416,44,0,菏泽,1.0,1.0,0.0,14.0,3.0,0.0,2020-02-07
山东省,416,44,0,滨州,0.0,1.0,0.0,11.0,4.0,0.0,2020-02-07
云南省,138,17,0,昆明,0.0,4.0,0.0,41.0,6.0,0.0,2020-02-07
云南省,138,17,0,西双版纳,0.0,0.0,0.0,15.0,2.0,0.0,2020-02-07
云南省,138,17,0,玉溪,1.0,0.0,0.0,14.0,2.0,0.0,2020-02-07
云南省,138,17,0,大理,0.0,0.0,0.0,11.0,2.0,0.0,2020-02-07
云南省,138,17,0,曲靖,1.0,0.0,0.0,11.0,1.0,0.0,2020-02-07
云南省,138,17,0,昭通,0.0,0.0,0.0,10.0,1.0,0.0,2020-02-07
云南省,138,17,0,保山,0.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
云南省,138,17,0,丽江,0.0,0.0,0.0,7.0,1.0,0.0,2020-02-07
云南省,138,17,0,红河,0.0,0.0,0.0,5.0,1.0,0.0,2020-02-07
云南省,138,17,0,德宏,0.0,0.0,0.0,5.0,0.0,0.0,2020-02-07
云南省,138,17,0,普洱,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
云南省,138,17,0,楚雄,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
云南省,138,17,0,临沧,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
云南省,138,17,0,文山,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
云南省,138,17,0,待明确地区,0.0,0.0,0.0,0.0,1.0,0.0,2020-02-07
海南省,124,14,2,三亚,3.0,1.0,0.0,37.0,9.0,1.0,2020-02-07
海南省,124,14,2,海口,2.0,2.0,0.0,23.0,4.0,0.0,2020-02-07
海南省,124,14,2,万宁,0.0,0.0,0.0,12.0,0.0,0.0,2020-02-07
海南省,124,14,2,儋州,0.0,0.0,0.0,11.0,0.0,0.0,2020-02-07
海南省,124,14,2,澄迈,0.0,0.0,0.0,7.0,0.0,1.0,2020-02-07
海南省,124,14,2,琼海,0.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
海南省,124,14,2,临高,0.0,0.0,0.0,5.0,0.0,0.0,2020-02-07
海南省,124,14,2,昌江,1.0,0.0,0.0,5.0,0.0,0.0,2020-02-07
海南省,124,14,2,陵水,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
海南省,124,14,2,东方,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
海南省,124,14,2,定安,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
海南省,124,14,2,文昌,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
海南省,124,14,2,保亭,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
海南省,124,14,2,琼中,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
海南省,124,14,2,乐东,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
海南省,124,14,2,待明确地区,1.0,1.0,0.0,1.0,1.0,0.0,2020-02-07
内蒙古自治区,52,5,0,鄂尔多斯,0.0,0.0,0.0,11.0,2.0,0.0,2020-02-07
内蒙古自治区,52,5,0,包头,1.0,0.0,0.0,10.0,0.0,0.0,2020-02-07
内蒙古自治区,52,5,0,呼和浩特,0.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
内蒙古自治区,52,5,0,呼伦贝尔,0.0,0.0,0.0,5.0,1.0,0.0,2020-02-07
内蒙古自治区,52,5,0,赤峰,0.0,0.0,0.0,4.0,1.0,0.0,2020-02-07
内蒙古自治区,52,5,0,巴彦淖尔,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
内蒙古自治区,52,5,0,通辽,1.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
内蒙古自治区,52,5,0,乌兰察布,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
内蒙古自治区,52,5,0,锡林郭勒盟,0.0,0.0,0.0,2.0,1.0,0.0,2020-02-07
内蒙古自治区,52,5,0,乌海市,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
内蒙古自治区,52,5,0,兴安盟,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,银川,2.0,2.0,0.0,29.0,5.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,吴忠,0.0,0.0,0.0,9.0,0.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,中卫,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,固原,0.0,-2.0,0.0,2.0,0.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,宁东管委会,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,石嘴山,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
宁夏回族自治区,45,15,0,待明确地区,0.0,10.0,0.0,0.0,10.0,0.0,2020-02-07
甘肃省,71,9,1,兰州,0.0,0.0,1.0,32.0,5.0,1.0,2020-02-07
甘肃省,71,9,1,天水,0.0,0.0,0.0,10.0,1.0,0.0,2020-02-07
甘肃省,71,9,1,定西,3.0,0.0,0.0,8.0,1.0,0.0,2020-02-07
甘肃省,71,9,1,陇南,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
甘肃省,71,9,1,白银,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
甘肃省,71,9,1,临夏,0.0,0.0,0.0,3.0,2.0,0.0,2020-02-07
甘肃省,71,9,1,甘南,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
甘肃省,71,9,1,张掖,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
甘肃省,71,9,1,平凉,1.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
甘肃省,71,9,1,庆阳,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
甘肃省,71,9,1,金昌,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
天津市,88,4,1,宝坻区,6.0,0.0,0.0,29.0,0.0,1.0,2020-02-07
天津市,88,4,1,河东区,0.0,1.0,0.0,10.0,1.0,0.0,2020-02-07
天津市,88,4,1,河北区,0.0,0.0,0.0,10.0,0.0,0.0,2020-02-07
天津市,88,4,1,和平区,0.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
天津市,88,4,1,外地来津人员,0.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
天津市,88,4,1,河西区,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
天津市,88,4,1,宁河区,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
天津市,88,4,1,西青区,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
天津市,88,4,1,东丽区,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
天津市,88,4,1,南开区,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
天津市,88,4,1,滨海新区,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
天津市,88,4,1,红桥区,0.0,0.0,0.0,2.0,1.0,0.0,2020-02-07
天津市,88,4,1,津南区,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
天津市,88,4,1,北辰区,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
天津市,88,4,1,武清区,1.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
天津市,88,4,1,待明确地区,0.0,1.0,0.0,0.0,2.0,0.0,2020-02-07
重庆市,428,39,2,万州区,4.0,2.0,0.0,78.0,6.0,1.0,2020-02-07
重庆市,428,39,2,江北区,1.0,0.0,0.0,20.0,1.0,0.0,2020-02-07
重庆市,428,39,2,云阳县,0.0,2.0,0.0,20.0,7.0,0.0,2020-02-07
重庆市,428,39,2,渝中区,1.0,1.0,0.0,20.0,1.0,0.0,2020-02-07
重庆市,428,39,2,九龙坡区,0.0,1.0,0.0,19.0,1.0,1.0,2020-02-07
重庆市,428,39,2,开州区,0.0,0.0,0.0,18.0,2.0,0.0,2020-02-07
重庆市,428,39,2,垫江县,1.0,0.0,0.0,18.0,1.0,0.0,2020-02-07
重庆市,428,39,2,合川区,0.0,0.0,0.0,16.0,1.0,0.0,2020-02-07
重庆市,428,39,2,忠县,0.0,1.0,0.0,16.0,2.0,0.0,2020-02-07
重庆市,428,39,2,两江新区,2.0,0.0,0.0,16.0,0.0,0.0,2020-02-07
重庆市,428,39,2,綦江区,1.0,0.0,0.0,15.0,0.0,0.0,2020-02-07
重庆市,428,39,2,奉节县,2.0,0.0,0.0,14.0,1.0,0.0,2020-02-07
重庆市,428,39,2,潼南区,0.0,0.0,0.0,13.0,0.0,0.0,2020-02-07
重庆市,428,39,2,渝北区,0.0,0.0,0.0,12.0,2.0,0.0,2020-02-07
重庆市,428,39,2,长寿区,0.0,0.0,0.0,12.0,2.0,0.0,2020-02-07
重庆市,428,39,2,石柱县,0.0,0.0,0.0,12.0,0.0,0.0,2020-02-07
重庆市,428,39,2,巫溪县,0.0,0.0,0.0,11.0,1.0,0.0,2020-02-07
重庆市,428,39,2,大足区,1.0,0.0,0.0,10.0,0.0,0.0,2020-02-07
重庆市,428,39,2,丰都县,0.0,0.0,0.0,9.0,1.0,0.0,2020-02-07
重庆市,428,39,2,璧山区,0.0,0.0,0.0,8.0,0.0,0.0,2020-02-07
重庆市,428,39,2,巫山县,0.0,0.0,0.0,8.0,4.0,0.0,2020-02-07
重庆市,428,39,2,南岸区,0.0,0.0,0.0,8.0,0.0,0.0,2020-02-07
重庆市,428,39,2,荣昌区,0.0,0.0,0.0,8.0,0.0,0.0,2020-02-07
重庆市,428,39,2,大渡口区,0.0,0.0,0.0,7.0,1.0,0.0,2020-02-07
重庆市,428,39,2,铜梁区,0.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
重庆市,428,39,2,江津区,0.0,0.0,0.0,4.0,1.0,0.0,2020-02-07
重庆市,428,39,2,梁平区,0.0,1.0,0.0,4.0,1.0,0.0,2020-02-07
重庆市,428,39,2,高新区,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
重庆市,428,39,2,涪陵区,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
重庆市,428,39,2,巴南区,0.0,0.0,0.0,3.0,0.0,0.0,2020-02-07
重庆市,428,39,2,永川区,0.0,0.0,0.0,3.0,1.0,0.0,2020-02-07
重庆市,428,39,2,城口县,0.0,0.0,0.0,2.0,1.0,0.0,2020-02-07
重庆市,428,39,2,黔江区,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
重庆市,428,39,2,沙坪坝区,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
重庆市,428,39,2,彭水县,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
重庆市,428,39,2,秀山县,0.0,0.0,0.0,1.0,1.0,0.0,2020-02-07
重庆市,428,39,2,武隆区,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
重庆市,428,39,2,酉阳县,1.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
重庆市,428,39,2,万盛经开区,0.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
江苏省,439,51,0,苏州,3.0,0.0,0.0,72.0,4.0,0.0,2020-02-07
江苏省,439,51,0,南京,8.0,7.0,0.0,65.0,20.0,0.0,2020-02-07
江苏省,439,51,0,徐州,3.0,0.0,0.0,52.0,3.0,0.0,2020-02-07
江苏省,439,51,0,淮安,3.0,0.0,0.0,40.0,2.0,0.0,2020-02-07
江苏省,439,51,0,无锡,3.0,3.0,0.0,34.0,4.0,0.0,2020-02-07
江苏省,439,51,0,南通,2.0,0.0,0.0,31.0,2.0,0.0,2020-02-07
江苏省,439,51,0,常州,2.0,0.0,0.0,31.0,5.0,0.0,2020-02-07
江苏省,439,51,0,泰州,1.0,0.0,0.0,30.0,3.0,0.0,2020-02-07
江苏省,439,51,0,连云港,3.0,0.0,0.0,27.0,2.0,0.0,2020-02-07
江苏省,439,51,0,扬州,0.0,0.0,0.0,17.0,2.0,0.0,2020-02-07
江苏省,439,51,0,盐城,1.0,0.0,0.0,17.0,3.0,0.0,2020-02-07
江苏省,439,51,0,宿迁,0.0,0.0,0.0,12.0,0.0,0.0,2020-02-07
江苏省,439,51,0,镇江,2.0,0.0,0.0,11.0,1.0,0.0,2020-02-07
河南省,981,111,4,信阳,16.0,9.0,0.0,192.0,24.0,0.0,2020-02-07
河南省,981,111,4,南阳,10.0,11.0,0.0,128.0,16.0,2.0,2020-02-07
河南省,981,111,4,郑州,8.0,3.0,0.0,120.0,28.0,0.0,2020-02-07
河南省,981,111,4,驻马店,7.0,1.0,0.0,113.0,5.0,0.0,2020-02-07
河南省,981,111,4,商丘,4.0,0.0,0.0,76.0,5.0,0.0,2020-02-07
河南省,981,111,4,周口,2.0,2.0,0.0,62.0,10.0,0.0,2020-02-07
河南省,981,111,4,平顶山,2.0,0.0,1.0,48.0,1.0,1.0,2020-02-07
河南省,981,111,4,新乡,2.0,1.0,0.0,43.0,5.0,0.0,2020-02-07
河南省,981,111,4,安阳,3.0,2.0,0.0,43.0,3.0,0.0,2020-02-07
河南省,981,111,4,许昌,2.0,2.0,0.0,30.0,2.0,0.0,2020-02-07
河南省,981,111,4,漯河,3.0,1.0,0.0,29.0,4.0,0.0,2020-02-07
河南省,981,111,4,洛阳,1.0,1.0,0.0,25.0,2.0,0.0,2020-02-07
河南省,981,111,4,开封,1.0,0.0,0.0,21.0,1.0,0.0,2020-02-07
河南省,981,111,4,焦作,2.0,0.0,0.0,20.0,1.0,0.0,2020-02-07
河南省,981,111,4,鹤壁,2.0,0.0,0.0,13.0,0.0,0.0,2020-02-07
河南省,981,111,4,三门峡,0.0,1.0,0.0,7.0,3.0,0.0,2020-02-07
河南省,981,111,4,濮阳,2.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
河南省,981,111,4,济源,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
河南省,981,111,4,待明确地区,0.0,-3.0,0.0,0.0,1.0,1.0,2020-02-07
湖南省,803,156,1,长沙,6.0,9.0,0.0,196.0,27.0,0.0,2020-02-07
湖南省,803,156,1,岳阳,4.0,6.0,1.0,111.0,10.0,1.0,2020-02-07
湖南省,803,156,1,邵阳,3.0,6.0,0.0,86.0,18.0,0.0,2020-02-07
湖南省,803,156,1,常德,2.0,1.0,0.0,66.0,15.0,0.0,2020-02-07
湖南省,803,156,1,娄底,6.0,4.0,0.0,59.0,8.0,0.0,2020-02-07
湖南省,803,156,1,株洲,2.0,1.0,0.0,48.0,8.0,0.0,2020-02-07
湖南省,803,156,1,益阳,1.0,4.0,0.0,44.0,10.0,0.0,2020-02-07
湖南省,803,156,1,衡阳,0.0,2.0,0.0,43.0,13.0,0.0,2020-02-07
湖南省,803,156,1,永州,2.0,0.0,0.0,40.0,10.0,0.0,2020-02-07
湖南省,803,156,1,怀化,0.0,4.0,0.0,38.0,14.0,0.0,2020-02-07
湖南省,803,156,1,郴州,2.0,2.0,0.0,31.0,8.0,0.0,2020-02-07
湖南省,803,156,1,湘潭,3.0,3.0,0.0,28.0,10.0,0.0,2020-02-07
湖南省,803,156,1,湘西自治州,0.0,2.0,0.0,8.0,3.0,0.0,2020-02-07
湖南省,803,156,1,张家界,0.0,0.0,0.0,5.0,2.0,0.0,2020-02-07
山西省,104,20,0,晋中,3.0,0.0,0.0,30.0,5.0,0.0,2020-02-07
山西省,104,20,0,运城,0.0,3.0,0.0,17.0,4.0,0.0,2020-02-07
山西省,104,20,0,太原,1.0,0.0,0.0,12.0,1.0,0.0,2020-02-07
山西省,104,20,0,大同,1.0,0.0,0.0,10.0,3.0,0.0,2020-02-07
山西省,104,20,0,晋城,0.0,2.0,0.0,8.0,2.0,0.0,2020-02-07
山西省,104,20,0,吕梁,0.0,0.0,0.0,6.0,3.0,0.0,2020-02-07
山西省,104,20,0,忻州,3.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
山西省,104,20,0,长治,0.0,0.0,0.0,5.0,0.0,0.0,2020-02-07
山西省,104,20,0,阳泉,0.0,0.0,0.0,4.0,0.0,0.0,2020-02-07
山西省,104,20,0,朔州,0.0,0.0,0.0,4.0,1.0,0.0,2020-02-07
山西省,104,20,0,临汾,0.0,0.0,0.0,2.0,1.0,0.0,2020-02-07
河北省,195,30,1,沧州,5.0,2.0,0.0,28.0,6.0,1.0,2020-02-07
河北省,195,30,1,邯郸,4.0,0.0,0.0,26.0,2.0,0.0,2020-02-07
河北省,195,30,1,石家庄,0.0,0.0,0.0,24.0,3.0,0.0,2020-02-07
河北省,195,30,1,唐山,4.0,0.0,0.0,23.0,2.0,0.0,2020-02-07
河北省,195,30,1,邢台,1.0,2.0,0.0,21.0,4.0,0.0,2020-02-07
河北省,195,30,1,廊坊,5.0,0.0,0.0,20.0,4.0,0.0,2020-02-07
河北省,195,30,1,保定,0.0,4.0,0.0,18.0,8.0,0.0,2020-02-07
河北省,195,30,1,张家口,1.0,0.0,0.0,14.0,1.0,0.0,2020-02-07
河北省,195,30,1,承德,1.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
河北省,195,30,1,衡水,0.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
河北省,195,30,1,秦皇岛,2.0,0.0,0.0,7.0,0.0,0.0,2020-02-07
吉林省,69,4,1,长春,0.0,0.0,0.0,32.0,1.0,0.0,2020-02-07
吉林省,69,4,1,四平市,10.0,0.0,1.0,10.0,0.0,1.0,2020-02-07
吉林省,69,4,1,公主岭,2.0,0.0,0.0,6.0,1.0,0.0,2020-02-07
吉林省,69,4,1,辽源,1.0,0.0,0.0,6.0,0.0,0.0,2020-02-07
吉林省,69,4,1,吉林市,0.0,0.0,0.0,5.0,2.0,0.0,2020-02-07
吉林省,69,4,1,延边,0.0,0.0,0.0,5.0,0.0,0.0,2020-02-07
吉林省,69,4,1,松原,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
吉林省,69,4,1,通化,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07
吉林省,69,4,1,白城,1.0,0.0,0.0,1.0,0.0,0.0,2020-02-07
