name,value,治愈,死亡,date
钻石公主号邮轮,696,427,6,2020/3/10
钻石公主号邮轮,696,427,7,2020/3/11
钻石公主号邮轮,697,427,7,2020/3/12
钻石公主号邮轮,697,427,7,2020/3/13
钻石公主号邮轮,697,427,7,2020/3/14
钻石公主号邮轮,697,427,7,2020/3/15
钻石公主号邮轮,712,458,7,2020/3/16
钻石公主号邮轮,712,458,7,2020/3/17
钻石公主号邮轮,712,458,7,2020/3/18
钻石公主号邮轮,712,458,7,2020/3/19
钻石公主号邮轮,712,458,7,2020/3/20
钻石公主号邮轮,712,458,7,2020/3/21
钻石公主号邮轮,712,458,7,2020/3/22
钻石公主号邮轮,712,574,10,2020/3/23
钻石公主号邮轮,712,574,10,2020/3/24
钻石公主号邮轮,712,574,10,2020/3/25
钻石公主号邮轮,712,574,10,2020/3/26
钻石公主号邮轮,712,574,10,2020/3/27
钻石公主号邮轮,712,574,10,2020/3/28
钻石公主号邮轮,712,574,10,2020/3/29
钻石公主号邮轮,712,574,10,2020/3/30
钻石公主号邮轮,712,574,10,2020/3/31
钻石公主号邮轮,712,574,10,2020/4/1
钻石公主号邮轮,712,574,10,2020/4/2
钻石公主号邮轮,712,574,11,2020/4/3
钻石公主号邮轮,712,574,11,2020/4/4
钻石公主号邮轮,712,574,11,2020/4/5
钻石公主号邮轮,712,574,11,2020/4/6
钻石公主号邮轮,712,574,11,2020/4/7
钻石公主号邮轮,712,574,11,2020/4/8
钻石公主号邮轮,712,574,11,2020/4/9
钻石公主号邮轮,712,574,11,2020/4/10
钻石公主号邮轮,712,574,11,2020/4/11
钻石公主号邮轮,712,574,11,2020/4/12
钻石公主号邮轮,712,574,11,2020/4/13
钻石公主号邮轮,712,574,12,2020/4/14
钻石公主号邮轮,712,574,12,2020/4/15
钻石公主号邮轮,712,574,12,2020/4/16
钻石公主号邮轮,712,574,12,2020/4/17
钻石公主号邮轮,712,574,13,2020/4/18
钻石公主号邮轮,712,574,13,2020/4/19
钻石公主号邮轮,712,574,13,2020/4/20
钻石公主号邮轮,712,574,13,2020/4/21
钻石公主号邮轮,712,574,13,2020/4/22
钻石公主号邮轮,712,574,13,2020/4/23
钻石公主号邮轮,712,574,13,2020/4/24
钻石公主号邮轮,712,574,13,2020/4/25
钻石公主号邮轮,712,574,13,2020/4/26
钻石公主号邮轮,712,574,13,2020/4/27
钻石公主号邮轮,712,574,13,2020/4/28
钻石公主号邮轮,712,574,13,2020/4/29
钻石公主号邮轮,712,574,13,2020/4/30
钻石公主号邮轮,712,574,13,2020/5/1
钻石公主号邮轮,712,574,13,2020/5/2
钻石公主号邮轮,712,574,13,2020/5/3
钻石公主号邮轮,712,574,13,2020/5/4
钻石公主号邮轮,712,574,13,2020/5/5
钻石公主号邮轮,712,574,13,2020/5/6
钻石公主号邮轮,712,574,13,2020/5/7
钻石公主号邮轮,712,574,13,2020/5/8
钻石公主号邮轮,712,574,13,2020/5/9
钻石公主号邮轮,712,574,13,2020/5/10
钻石公主号邮轮,712,574,13,2020/5/11
钻石公主号邮轮,712,574,13,2020/5/12
钻石公主号邮轮,712,574,13,2020/5/13
钻石公主号邮轮,712,574,13,2020/5/14
钻石公主号邮轮,712,574,13,2020/5/15
钻石公主号邮轮,712,574,13,2020/5/16
中国,79801,56690,3092,2020/3/10
中国,79847,58750,3134,2020/3/11
中国,79847,61130,3158,2020/3/12
中国,80107,58325,3129,2020/3/13
中国,80082,61188,3160,2020/3/14
中国,81916.4929,127298,6344,2020/3/15
中国,81953.93892,128888,6379,2020/3/16
中国,82002.65717,130802,6400,2020/3/17
中国,82010.6887,130586,6412,2020/3/18
中国,82058.49645,133597,6432,2020/3/19
中国,82093.54639,135938,6450,2020/3/20
中国,82123.64097,136156,6442,2020/3/21
中国,82130.61263,139967,6479,2020/3/22
中国,82170.1079,141045,6511,2020/3/23
中国,82203.87018,140339,6507,2020/3/24
中国,82229.04636,140732,6495,2020/3/25
中国,82262.13858,143411,6548,2020/3/26
中国,82281.70573,142839,6522,2020/3/27
中国,82299.45679,142852,6539,2020/3/28
中国,82340.56827,146610,6559,2020/3/29
中国,82361.20526,146211,6555,2020/3/30
中国,82401.31214,145168,6549,2020/3/31
中国,82439.85288,144292,6569,2020/4/1
中国,82476.70536,148342,6600,2020/4/2
中国,82487.03882,147581,6604,2020/4/3
中国,82512.88304,147100,6608,2020/4/4
中国,82533.02268,148177,6612,2020/4/5
中国,82537.47332,149086,6639,2020/4/6
中国,82548.40524,148282,6623,2020/4/7
中国,82566.82026,147944,6619,2020/4/8
中国,82616.70207,149071,6633,2020/4/9
中国,82652.21763,148298,6619,2020/4/10
中国,82675.15905,150092,6639,2020/4/11
中国,82722.62622,149675,6646,2020/4/12
中国,82769.5238,149240,6636,2020/4/13
中国,82811.22807,151470,6666,2020/4/14
中国,82813.8319,150893,6643,2020/4/15
中国,82829.48456,148537,6639,2020/4/16
中国,82878.44712,149351,9228,2020/4/17
中国,82907.78818,147022,9204,2020/4/18
中国,82911.03627,147924,9213,2020/4/19
中国,82928.73132,147241,9211,2020/4/20
中国,82955.51435,148031,9204,2020/4/21
中国,82989.70691,149508,9216,2020/4/22
中国,82998.53884,148006,9208,2020/4/23
中国,83017.11202,150752,9223,2020/4/24
中国,83023.06078,148662,9225,2020/4/25
中国,83070.42146,147022,9196,2020/4/26
中国,83098.97464,149065,9213,2020/4/27
中国,83138.40465,85047,4696,2020/4/28
中国,83151.44918,86186,4695,2020/4/29
中国,83182.36483,86315,4689,2020/4/30
中国,83213.86668,86685,4701,2020/5/1
中国,83235.32083,84741,4686,2020/5/2
中国,83238.13248,82726,4689,2020/5/3
中国,83286.7175,85203,4702,2020/5/4
中国,83333.76047,85696,4693,2020/5/5
中国,83337.25792,84062,4691,2020/5/6
中国,83345.85767,85977,4696,2020/5/7
中国,83393.33981,84745,4693,2020/5/8
中国,83423.74791,85288,4696,2020/5/9
中国,83441.62495,148209,9210,2020/5/10
中国,83479.13859,149802,9210,2020/5/11
中国,83523.11724,85319,4697,2020/5/12
中国,83563.69484,84161,4690,2020/5/13
中国,83580.11536,85187,4698,2020/5/14
中国,83587.50215,83797,4682,2020/5/15
中国,83635,83398,4686,2020/5/16
中非共和国,1,0,0,2020/3/16
中非共和国,1,0,0,2020/3/17
中非共和国,1,0,0,2020/3/18
中非共和国,1,0,0,2020/3/19
中非共和国,3,0,0,2020/3/20
中非共和国,3,0,0,2020/3/21
中非共和国,3,0,0,2020/3/22
中非共和国,3,0,0,2020/3/23
中非共和国,4,0,0,2020/3/24
中非共和国,4,0,0,2020/3/25
中非共和国,4,0,0,2020/3/26
中非共和国,5,0,0,2020/3/27
中非共和国,6,0,0,2020/3/28
中非共和国,6,0,0,2020/3/29
中非共和国,6,0,0,2020/3/30
中非共和国,6,0,0,2020/3/31
中非共和国,6,0,0,2020/4/1
中非共和国,6,0,0,2020/4/2
中非共和国,8,0,0,2020/4/3
中非共和国,8,0,0,2020/4/4
中非共和国,9,0,0,2020/4/5
中非共和国,9,0,0,2020/4/6
中非共和国,9,0,0,2020/4/7
中非共和国,10,0,0,2020/4/8
中非共和国,11,0,0,2020/4/9
中非共和国,11,0,0,2020/4/10
中非共和国,11,0,0,2020/4/12
中非共和国,11,0,0,2020/4/13
中非共和国,11,0,0,2020/4/15
中非共和国,12,0,0,2020/4/16
中非共和国,12,0,0,2020/4/17
中非共和国,12,10,0,2020/4/19
中非共和国,12,10,0,2020/4/20
中非共和国,14,10,0,2020/4/21
中非共和国,14,10,0,2020/4/22
中非共和国,17,10,0,2020/4/23
中非共和国,19,10,0,2020/4/24
中非共和国,19,10,0,2020/4/25
中非共和国,19,10,0,2020/4/26
中非共和国,41,10,0,2020/4/27
中非共和国,41,10,0,2020/4/28
中非共和国,42,10,0,2020/4/29
中非共和国,50,10,0,2020/4/30
中非共和国,64,10,0,2020/5/1
中非共和国,72,10,0,2020/5/2
中非共和国,72,10,0,2020/5/3
中非共和国,72,10,0,2020/5/4
中非共和国,72,10,0,2020/5/5
中非共和国,94,10,0,2020/5/6
中非共和国,94,10,0,2020/5/7
中非共和国,118,10,0,2020/5/8
中非共和国,118,10,0,2020/5/9
中非共和国,118,10,0,2020/5/10
中非共和国,179,12,0,2020/5/11
中非共和国,179,12,0,2020/5/12
中非共和国,179,12,0,2020/5/13
中非共和国,221,12,0,2020/5/14
中非共和国,221,12,0,2020/5/15
中非共和国,221,12,0,2020/5/16
智利,13,0,0,2020/3/10
智利,17,0,0,2020/3/11
智利,23,0,0,2020/3/12
智利,33,0,0,2020/3/13
智利,43,0,0,2020/3/14
智利,61,0,0,2020/3/15
智利,75,0,0,2020/3/16
智利,156,0,0,2020/3/17
智利,201,0,0,2020/3/18
智利,238,0,0,2020/3/19
智利,342,0,0,2020/3/20
智利,434,0,0,2020/3/21
智利,537,8,1,2020/3/22
智利,632,8,2,2020/3/23
智利,746,11,2,2020/3/24
智利,922,17,2,2020/3/25
智利,922,17,2,2020/3/26
智利,1306,17,3,2020/3/27
智利,1610,43,5,2020/3/28
智利,1909,43,6,2020/3/29
智利,2139,75,7,2020/3/30
智利,2449,75,7,2020/3/31
智利,2738,156,12,2020/4/1
智利,3031,234,16,2020/4/2
智利,3404,335,18,2020/4/3
智利,3737,335,22,2020/4/4
智利,4161,528,27,2020/4/5
智利,4471,598,34,2020/4/6
智利,4815,598,34,2020/4/7
智利,5116,598,43,2020/4/8
智利,5546,1115,48,2020/4/9
智利,5972,1115,57,2020/4/10
智利,6501,1571,65,2020/4/11
智利,6927,1571,73,2020/4/12
智利,7213,2059,80,2020/4/13
智利,7525,2367,82,2020/4/14
智利,7525,2367,82,2020/4/15
智利,8273,2367,94,2020/4/16
智利,8807,3229,105,2020/4/17
智利,9252,3621,116,2020/4/18
智利,9730,4035,126,2020/4/19
智利,10088,4338,133,2020/4/20
智利,10888,4676,139,2020/4/21
智利,10832,4969,147,2020/4/22
智利,11296,5386,160,2020/4/23
智利,11812,5386,168,2020/4/24
智利,12306,6327,174,2020/4/25
智利,12858,6746,181,2020/4/26
智利,13331,7024,189,2020/4/27
智利,13813,7327,198,2020/4/28
智利,14365,7710,207,2020/4/29
智利,14365,7710,207,2020/4/30
智利,16023,8580,227,2020/5/1
智利,17008,9018,227,2020/5/2
智利,18435,9572,247,2020/5/3
智利,19633,10041,260,2020/5/4
智利,20643,10428,270,2020/5/5
智利,22016,10710,275,2020/5/6
智利,23048,11189,281,2020/5/7
智利,24581,11189,285,2020/5/8
智利,24581,11189,285,2020/5/9
智利,27219,12667,294,2020/5/10
智利,28866,13112,312,2020/5/11
智利,30063,13605,323,2020/5/12
智利,31721,14125,335,2020/5/13
智利,34381,14865,347,2020/5/14
智利,39542,16614,394,2020/5/15
智利,39542,16614,394,2020/5/16
直布罗陀,1,0,0,2020/3/13
直布罗陀,1,0,0,2020/3/14
直布罗陀,1,0,0,2020/3/15
直布罗陀,1,0,0,2020/3/16
直布罗陀,1,0,0,2020/3/17
直布罗陀,3,0,0,2020/3/18
直布罗陀,3,0,0,2020/3/19
直布罗陀,8,0,0,2020/3/20
直布罗陀,10,0,0,2020/3/21
直布罗陀,10,0,0,2020/3/22
直布罗陀,10,0,0,2020/3/23
直布罗陀,15,0,0,2020/3/24
直布罗陀,15,0,0,2020/3/25
直布罗陀,15,0,0,2020/3/26
直布罗陀,26,0,0,2020/3/27
直布罗陀,35,0,0,2020/3/28
直布罗陀,55,0,0,2020/3/29
直布罗陀,56,0,0,2020/3/30
直布罗陀,65,0,0,2020/3/31
直布罗陀,69,0,0,2020/4/1
直布罗陀,69,0,0,2020/4/2
直布罗陀,69,0,0,2020/4/3
直布罗陀,81,0,0,2020/4/4
直布罗陀,95,0,1,2020/4/5
直布罗陀,98,0,1,2020/4/6
直布罗陀,103,0,1,2020/4/7
直布罗陀,103,0,1,2020/4/8
直布罗陀,113,0,1,2020/4/9
直布罗陀,113,0,1,2020/4/10
直布罗陀,113,0,1,2020/4/11
直布罗陀,113,0,1,2020/4/12
直布罗陀,113,0,1,2020/4/13
直布罗陀,129,0,1,2020/4/14
直布罗陀,129,0,1,2020/4/15
直布罗陀,129,0,1,2020/4/16
直布罗陀,129,0,1,2020/4/17
直布罗陀,131,0,1,2020/4/18
直布罗陀,133,0,1,2020/4/19
直布罗陀,133,0,1,2020/4/20
直布罗陀,133,0,1,2020/4/21
直布罗陀,133,0,1,2020/4/22
直布罗陀,133,0,1,2020/4/23
直布罗陀,133,0,1,2020/4/24
直布罗陀,133,0,1,2020/4/25
直布罗陀,133,0,1,2020/4/26
直布罗陀,136,0,1,2020/4/27
直布罗陀,141,0,1,2020/4/28
直布罗陀,141,0,1,2020/4/29
直布罗陀,141,0,1,2020/4/30
直布罗陀,141,0,1,2020/5/1
直布罗陀,141,0,1,2020/5/2
直布罗陀,144,0,1,2020/5/3
直布罗陀,144,0,1,2020/5/4
直布罗陀,144,0,1,2020/5/5
直布罗陀,144,0,1,2020/5/6
直布罗陀,144,0,1,2020/5/7
直布罗陀,144,0,1,2020/5/8
直布罗陀,144,0,1,2020/5/9
直布罗陀,144,0,1,2020/5/10
直布罗陀,146,0,1,2020/5/11
直布罗陀,146,0,1,2020/5/12
直布罗陀,146,0,1,2020/5/13
直布罗陀,147,0,1,2020/5/14
直布罗陀,147,0,1,2020/5/15
直布罗陀,147,0,1,2020/5/16
乍得,1,0,0,2020/3/21
乍得,1,0,0,2020/3/22
乍得,1,0,0,2020/3/23
乍得,1,0,0,2020/3/24
乍得,3,0,0,2020/3/25
乍得,3,0,0,2020/3/26
乍得,3,0,0,2020/3/27
乍得,5,0,0,2020/3/28
乍得,5,0,0,2020/3/29
乍得,5,0,0,2020/3/30
乍得,5,0,0,2020/3/31
乍得,5,0,0,2020/4/1
乍得,7,0,0,2020/4/2
乍得,7,0,0,2020/4/3
乍得,7,0,0,2020/4/5
乍得,9,0,0,2020/4/7
乍得,9,0,0,2020/4/8
乍得,10,0,0,2020/4/9
乍得,10,0,0,2020/4/10
乍得,11,0,0,2020/4/11
乍得,11,0,0,2020/4/12
乍得,11,0,0,2020/4/13
乍得,18,0,0,2020/4/14
乍得,23,0,0,2020/4/15
乍得,23,0,0,2020/4/16
乍得,27,0,0,2020/4/17
乍得,33,0,0,2020/4/19
乍得,33,0,0,2020/4/20
乍得,33,0,0,2020/4/21
乍得,33,0,0,2020/4/22
乍得,34,0,0,2020/4/23
乍得,34,0,0,2020/4/24
乍得,34,0,0,2020/4/25
乍得,40,0,0,2020/4/26
乍得,46,0,0,2020/4/27
乍得,46,0,0,2020/4/28
乍得,46,0,0,2020/4/29
乍得,52,0,2,2020/4/30
乍得,73,0,3,2020/5/2
乍得,73,0,5,2020/5/3
乍得,117,0,10,2020/5/4
乍得,117,0,10,2020/5/5
乍得,117,0,10,2020/5/6
乍得,170,0,17,2020/5/7
乍得,170,0,17,2020/5/8
乍得,253,0,27,2020/5/9
乍得,260,0,28,2020/5/10
乍得,322,0,31,2020/5/11
乍得,322,0,31,2020/5/12
乍得,322,0,31,2020/5/13
乍得,357,0,40,2020/5/14
乍得,372,0,42,2020/5/15
乍得,399,0,46,2020/5/16
泽西岛,2,0,0,2020/3/14
泽西岛,2,0,0,2020/3/15
泽西岛,2,0,0,2020/3/16
泽西岛,2,0,0,2020/3/17
泽西岛,2,0,0,2020/3/18
泽西岛,5,0,0,2020/3/19
泽西岛,12,0,0,2020/3/20
泽西岛,12,0,0,2020/3/21
泽西岛,15,0,0,2020/3/22
泽西岛,15,0,0,2020/3/23
泽西岛,15,0,0,2020/3/24
泽西岛,18,0,0,2020/3/25
泽西岛,18,0,0,2020/3/26
泽西岛,18,0,0,2020/3/27
泽西岛,32,0,1,2020/3/28
泽西岛,52,0,1,2020/3/29
泽西岛,61,0,1,2020/3/30
泽西岛,63,0,2,2020/3/31
泽西岛,63,0,2,2020/4/1
泽西岛,63,0,2,2020/4/2
泽西岛,81,0,2,2020/4/3
泽西岛,81,0,2,2020/4/4
泽西岛,118,0,2,2020/4/5
泽西岛,123,0,3,2020/4/6
泽西岛,155,0,3,2020/4/7
泽西岛,155,0,3,2020/4/8
泽西岛,170,0,3,2020/4/9
泽西岛,170,0,3,2020/4/10
泽西岛,170,0,3,2020/4/11
泽西岛,183,0,4,2020/4/12
泽西岛,198,0,4,2020/4/13
泽西岛,198,0,4,2020/4/14
泽西岛,213,0,4,2020/4/15
泽西岛,217,0,4,2020/4/16
泽西岛,217,0,6,2020/4/17
泽西岛,219,0,7,2020/4/18
泽西岛,223,0,10,2020/4/19
泽西岛,234,0,11,2020/4/20
泽西岛,245,0,12,2020/4/21
泽西岛,249,0,12,2020/4/22
泽西岛,250,0,14,2020/4/23
泽西岛,255,0,14,2020/4/24
泽西岛,255,0,18,2020/4/25
泽西岛,276,0,19,2020/4/26
泽西岛,278,0,19,2020/4/27
泽西岛,280,0,19,2020/4/28
泽西岛,281,0,19,2020/4/29
泽西岛,283,0,19,2020/4/30
泽西岛,284,0,20,2020/5/1
泽西岛,290,0,20,2020/5/2
泽西岛,290,0,22,2020/5/3
泽西岛,290,0,23,2020/5/4
泽西岛,291,0,24,2020/5/5
泽西岛,292,0,24,2020/5/6
泽西岛,293,0,24,2020/5/7
泽西岛,293,0,24,2020/5/8
泽西岛,293,0,25,2020/5/9
泽西岛,293,0,25,2020/5/10
泽西岛,293,0,25,2020/5/11
泽西岛,293,0,25,2020/5/12
泽西岛,294,0,25,2020/5/13
泽西岛,294,0,25,2020/5/14
泽西岛,295,0,26,2020/5/15
泽西岛,295,0,26,2020/5/16
赞比亚共和国,2,0,0,2020/3/18
赞比亚共和国,2,0,0,2020/3/19
赞比亚共和国,2,0,0,2020/3/20
赞比亚共和国,2,0,0,2020/3/21
赞比亚共和国,3,0,0,2020/3/22
赞比亚共和国,3,0,0,2020/3/23
赞比亚共和国,3,0,0,2020/3/24
赞比亚共和国,12,0,0,2020/3/25
赞比亚共和国,12,0,0,2020/3/26
赞比亚共和国,22,0,0,2020/3/27
赞比亚共和国,28,0,0,2020/3/28
赞比亚共和国,29,0,0,2020/3/29
赞比亚共和国,35,0,0,2020/3/30
赞比亚共和国,36,0,0,2020/3/31
赞比亚共和国,36,0,0,2020/4/1
赞比亚共和国,39,0,1,2020/4/2
赞比亚共和国,39,0,1,2020/4/3
赞比亚共和国,39,2,1,2020/4/4
赞比亚共和国,39,3,1,2020/4/5
赞比亚共和国,39,5,1,2020/4/6
赞比亚共和国,39,5,1,2020/4/7
赞比亚共和国,39,7,1,2020/4/8
赞比亚共和国,39,24,1,2020/4/9
赞比亚共和国,40,25,2,2020/4/10
赞比亚共和国,40,28,2,2020/4/11
赞比亚共和国,43,30,2,2020/4/12
赞比亚共和国,45,30,2,2020/4/13
赞比亚共和国,45,30,2,2020/4/14
赞比亚共和国,48,30,2,2020/4/15
赞比亚共和国,48,30,2,2020/4/16
赞比亚共和国,52,30,2,2020/4/17
赞比亚共和国,57,33,2,2020/4/18
赞比亚共和国,61,33,3,2020/4/19
赞比亚共和国,65,35,3,2020/4/20
赞比亚共和国,65,35,3,2020/4/21
赞比亚共和国,74,35,3,2020/4/22
赞比亚共和国,76,37,3,2020/4/23
赞比亚共和国,84,37,3,2020/4/24
赞比亚共和国,84,42,3,2020/4/25
赞比亚共和国,88,42,3,2020/4/26
赞比亚共和国,89,42,3,2020/4/27
赞比亚共和国,95,42,3,2020/4/28
赞比亚共和国,97,54,3,2020/4/29
赞比亚共和国,97,54,3,2020/4/30
赞比亚共和国,109,74,3,2020/5/1
赞比亚共和国,119,75,3,2020/5/2
赞比亚共和国,124,78,3,2020/5/3
赞比亚共和国,124,78,3,2020/5/4
赞比亚共和国,139,92,4,2020/5/5
赞比亚共和国,139,92,4,2020/5/6
赞比亚共和国,146,92,4,2020/5/7
赞比亚共和国,153,103,4,2020/5/8
赞比亚共和国,252,112,7,2020/5/9
赞比亚共和国,267,117,7,2020/5/10
赞比亚共和国,267,117,7,2020/5/11
赞比亚共和国,441,117,7,2020/5/12
赞比亚共和国,441,117,7,2020/5/13
赞比亚共和国,654,124,7,2020/5/14
赞比亚共和国,668,152,7,2020/5/15
赞比亚共和国,668,152,7,2020/5/16
越南,34,16,0,2020/3/10
越南,35,16,0,2020/3/11
越南,44,16,0,2020/3/12
越南,47,16,0,2020/3/13
越南,53,16,0,2020/3/14
越南,53,16,0,2020/3/15
越南,57,16,0,2020/3/16
越南,66,16,0,2020/3/17
越南,68,16,0,2020/3/18
越南,75,16,0,2020/3/19
越南,87,17,0,2020/3/20
越南,94,17,0,2020/3/21
越南,99,17,0,2020/3/22
越南,123,17,0,2020/3/23
越南,123,17,0,2020/3/24
越南,141,17,0,2020/3/25
越南,153,17,0,2020/3/26
越南,163,20,0,2020/3/27
越南,174,21,0,2020/3/28
越南,188,25,0,2020/3/29
越南,203,52,0,2020/3/30
越南,207,52,0,2020/3/31
越南,212,58,0,2020/4/1
越南,227,75,0,2020/4/2
越南,237,75,0,2020/4/3
越南,239,75,0,2020/4/4
越南,241,91,0,2020/4/5
越南,245,95,0,2020/4/6
越南,249,95,0,2020/4/7
越南,251,126,0,2020/4/8
越南,255,126,0,2020/4/9
越南,257,144,0,2020/4/10
越南,258,144,0,2020/4/11
越南,260,144,0,2020/4/12
越南,265,145,0,2020/4/13
越南,266,169,0,2020/4/14
越南,267,169,0,2020/4/15
越南,267,169,0,2020/4/16
越南,267,169,0,2020/4/17
越南,268,169,0,2020/4/18
越南,268,169,0,2020/4/19
越南,268,169,0,2020/4/20
越南,268,169,0,2020/4/21
越南,268,169,0,2020/4/22
越南,268,169,0,2020/4/23
越南,270,169,0,2020/4/24
越南,270,169,0,2020/4/25
越南,270,169,0,2020/4/26
越南,270,169,0,2020/4/27
越南,270,169,0,2020/4/28
越南,270,169,0,2020/4/29
越南,270,169,0,2020/4/30
越南,270,169,0,2020/5/1
越南,270,169,0,2020/5/2
越南,270,169,0,2020/5/3
越南,270,169,0,2020/5/4
越南,271,169,0,2020/5/5
越南,271,169,0,2020/5/6
越南,288,169,0,2020/5/7
越南,288,169,0,2020/5/8
越南,288,169,0,2020/5/9
越南,288,169,0,2020/5/10
越南,288,169,0,2020/5/11
越南,288,169,0,2020/5/12
越南,288,169,0,2020/5/13
越南,288,169,0,2020/5/14
越南,312,169,0,2020/5/15
越南,312,169,0,2020/5/16
约旦,1,0,0,2020/3/10
约旦,1,0,0,2020/3/11
约旦,1,0,0,2020/3/12
约旦,1,1,0,2020/3/14
约旦,7,1,0,2020/3/15
约旦,13,1,0,2020/3/16
约旦,34,1,0,2020/3/17
约旦,49,1,0,2020/3/18
约旦,57,1,0,2020/3/19
约旦,70,1,0,2020/3/20
约旦,86,1,0,2020/3/21
约旦,99,1,0,2020/3/22
约旦,112,1,0,2020/3/23
约旦,127,1,0,2020/3/24
约旦,153,1,0,2020/3/25
约旦,172,1,0,2020/3/26
约旦,212,1,0,2020/3/27
约旦,235,17,1,2020/3/28
约旦,246,18,1,2020/3/29
约旦,259,18,2,2020/3/30
约旦,268,26,5,2020/3/31
约旦,274,30,5,2020/4/1
约旦,278,36,5,2020/4/2
约旦,299,45,5,2020/4/3
约旦,310,45,5,2020/4/4
约旦,323,74,5,2020/4/5
约旦,345,110,5,2020/4/6
约旦,349,126,5,2020/4/7
约旦,353,138,6,2020/4/8
约旦,358,150,6,2020/4/9
约旦,372,161,7,2020/4/10
约旦,372,170,7,2020/4/11
约旦,381,177,7,2020/4/12
约旦,389,201,7,2020/4/13
约旦,391,215,7,2020/4/14
约旦,397,235,7,2020/4/15
约旦,401,250,7,2020/4/16
约旦,402,259,7,2020/4/17
约旦,407,265,7,2020/4/18
约旦,413,269,7,2020/4/19
约旦,417,276,7,2020/4/20
约旦,425,282,7,2020/4/21
约旦,428,297,7,2020/4/22
约旦,435,297,7,2020/4/23
约旦,437,318,7,2020/4/24
约旦,441,326,7,2020/4/25
约旦,444,332,7,2020/4/26
约旦,447,337,7,2020/4/27
约旦,447,337,7,2020/4/28
约旦,449,348,8,2020/4/29
约旦,451,356,8,2020/4/30
约旦,453,362,8,2020/5/1
约旦,459,364,8,2020/5/2
约旦,460,367,9,2020/5/3
约旦,460,367,9,2020/5/4
约旦,461,367,9,2020/5/5
约旦,465,375,9,2020/5/6
约旦,473,377,9,2020/5/7
约旦,484,381,9,2020/5/8
约旦,494,381,9,2020/5/9
约旦,508,381,9,2020/5/10
约旦,540,389,9,2020/5/11
约旦,576,390,9,2020/5/12
约旦,576,390,9,2020/5/13
约旦,582,390,9,2020/5/14
约旦,586,390,9,2020/5/15
约旦,596,390,9,2020/5/16
英属维尔京群岛,2,0,0,2020/3/28
英属维尔京群岛,2,0,0,2020/3/29
英属维尔京群岛,2,0,0,2020/3/30
英属维尔京群岛,2,0,0,2020/3/31
英属维尔京群岛,2,0,0,2020/4/1
英属维尔京群岛,3,0,0,2020/4/2
英属维尔京群岛,3,0,0,2020/4/3
英属维尔京群岛,3,0,0,2020/4/5
英属维尔京群岛,3,0,0,2020/4/7
英属维尔京群岛,3,0,0,2020/4/8
英属维尔京群岛,3,0,0,2020/4/9
英属维尔京群岛,3,0,0,2020/4/10
英属维尔京群岛,3,0,0,2020/4/12
英属维尔京群岛,3,0,0,2020/4/15
英属维尔京群岛,3,0,0,2020/4/20
英属维尔京群岛,4,0,1,2020/4/21
英属维尔京群岛,4,0,1,2020/4/22
英属维尔京群岛,4,0,1,2020/4/23
英属维尔京群岛,5,0,1,2020/4/25
英属维尔京群岛,5,0,1,2020/4/26
英属维尔京群岛,6,0,1,2020/4/27
英属维尔京群岛,6,0,1,2020/4/28
英属维尔京群岛,6,0,1,2020/4/29
英属维尔京群岛,6,0,1,2020/4/30
英属维尔京群岛,7,0,1,2020/5/7
英属维尔京群岛,7,0,1,2020/5/8
英属维尔京群岛,7,0,1,2020/5/9
英属维尔京群岛,7,0,1,2020/5/10
英属维尔京群岛,7,0,1,2020/5/11
英属维尔京群岛,7,0,1,2020/5/13
英国,319,8,2,2020/3/10
英国,373,8,6,2020/3/11
英国,460,8,6,2020/3/12
英国,590,8,6,2020/3/13
英国,798,8,6,2020/3/14
英国,1140,18,21,2020/3/15
英国,1543,18,35,2020/3/16
英国,1950,18,56,2020/3/17
英国,2626,52,60,2020/3/18
英国,2626,65,104,2020/3/19
英国,3269,79,144,2020/3/20
英国,3983,79,177,2020/3/21
英国,5018,93,233,2020/3/22
英国,5683,135,281,2020/3/23
英国,6650,135,335,2020/3/24
英国,8077,135,422,2020/3/25
英国,9529,135,465,2020/3/26
英国,14579,135,759,2020/3/27
英国,17089,135,1019,2020/3/28
英国,19522,135,1228,2020/3/29
英国,22141,135,1408,2020/3/30
英国,25150,135,1789,2020/3/31
英国,29474,135,2352,2020/4/1
英国,33718,135,2921,2020/4/2
英国,38168,135,3605,2020/4/3
英国,41903,135,4313,2020/4/4
英国,47806,135,4934,2020/4/5
英国,47806,135,5914,2020/4/6
英国,55242,135,6159,2020/4/7
英国,55242,135,6159,2020/4/8
英国,60733,135,7097,2020/4/9
英国,65077,135,7978,2020/4/10
英国,78991,135,9875,2020/4/11
英国,84279,344,10612,2020/4/12
英国,88621,344,11329,2020/4/13
英国,93873,344,12107,2020/4/14
英国,98476,344,12868,2020/4/15
英国,103093,344,13729,2020/4/16
英国,108692,344,14576,2020/4/17
英国,114217,344,15464,2020/4/18
英国,120067,344,16060,2020/4/19
英国,124743,344,16509,2020/4/20
英国,129044,344,17337,2020/4/21
英国,133495,344,18100,2020/4/22
英国,138078,344,18738,2020/4/23
英国,143464,344,19506,2020/4/24
英国,148377,344,20319,2020/4/25
英国,152840,344,20732,2020/4/26
英国,152840,344,20732,2020/4/27
英国,157149,344,21092,2020/4/28
英国,161145,344,21678,2020/4/29
英国,165221,344,26097,2020/4/30
